raw.41_Ctrl_60_MB_02	raw.43_Ctrl_60_MUB_02	raw.45_Ctrl_60_cyt_02	raw.47_Ctrl_60_cytUB_02	raw.13_Ctrl_5_cyt_02	raw.14_Ctrl_5_MB_02	raw.01_Ctrl_5_cyt_01	raw.02_Ctrl_5_MB_01	raw.05_Ctrl_15_cyt_01	raw.06_Ctrl_15_MB_01	raw.17_Ctrl_5_cyt_03	raw.18_Ctrl_5_MB_03	raw.21_Ctrl_15_cyt_02	raw.22_Ctrl_15_MB_02	raw.25_Ctrl_15_cyt_03	raw.26_Ctrl_15_MB_03	raw.29_Ctrl_60_cyt_03	raw.30_Ctrl_60_MB_03	raw.33_Ctrl_60_cytUB_01	raw.35_Ctrl_60_MUB_01	raw.37_Ctrl_60_cyt_01	raw.39_Ctrl_60_MB_01
chr8_48079491_48079492_+	0	10	1	2	1	4	1	7	1	8	3	6	3	4	2	12	3	3	2	3	0	3
chr19_56254544_56254548_+	1	5	1	5	0	2	1	2	1	4	3	3	1	10	1	1	0	1	5	2	1	2
chr2_255651990_255651992_+	0	5	2	9	4	5	5	3	5	6	7	2	2	4	11	3	4	1	7	4	5	4
chr14_87925051_87925062_+	1	6	0	10	1	3	1	0	0	9	2	5	4	14	1	10	0	3	2	0	1	1
chr14_23002414_23002415_-	1	3	1	6	2	3	2	2	1	1	0	2	2	2	3	1	2	3	3	2	1	0
chr16_6341229_6341268_-	0	7	0	5	0	1	0	0	1	0	4	0	0	1	0	3	0	0	1	3	1	3
chr8_70311068_70311122_+	2	8	1	29	4	6	5	8	6	10	25	25	25	23	8	10	1	2	12	5	12	7
chr13_95215838_95215889_-	3	6	6	32	14	4	12	5	17	10	28	10	28	13	36	15	19	4	10	7	6	5
chr17_84059127_84059128_+	0	2	0	12	1	0	0	0	1	0	4	1	7	6	1	0	0	0	2	0	2	0
chr10_74986668_74986670_-	0	9	3	16	3	3	2	3	4	0	0	2	0	1	5	4	4	0	4	7	9	2
chr5_7616535_7616607_-	0	2	1	8	0	1	0	0	1	1	1	5	0	6	0	2	1	1	5	4	3	3
chr13_101358483_101358547_+	1	4	0	11	4	1	2	1	2	0	3	0	2	2	2	2	1	2	3	0	2	0
chr13_93980620_93980623_-	0	1	3	15	1	0	2	1	1	0	2	0	2	0	0	4	0	0	5	3	1	2
chr7_117930395_117930465_-	0	0	3	17	2	1	0	0	3	2	0	4	5	6	4	0	3	0	6	4	2	2
chr4_173566730_173566731_+	0	6	1	11	0	0	2	0	2	2	3	0	4	2	2	0	3	1	3	0	1	2
chr1_263382841_263382890_-	0	2	3	14	5	0	1	1	4	1	3	4	2	4	4	2	3	1	5	2	4	0
chr7_22499606_22499617_-	0	1	0	6	3	0	0	1	1	1	1	1	5	1	4	2	0	0	0	1	0	0
chr1_170109159_170109242_+	0	13	3	21	13	3	4	6	9	14	7	8	7	10	12	11	5	7	11	5	7	11
chr17_6289686_6289761_+	3	12	2	11	1	6	2	8	3	12	1	6	2	11	0	7	0	6	6	5	2	6
chr8_94802374_94802383_+	1	21	6	32	8	16	9	10	14	17	18	19	17	16	27	15	11	10	5	1	8	0
chr1_263362073_263362100_-	0	4	0	16	0	0	0	0	2	0	0	0	0	2	0	1	0	1	3	0	3	1
chr13_12559215_12559269_+	0	2	0	7	3	0	2	0	0	3	2	0	3	1	3	0	0	3	2	1	2	0
chr2_12283918_12283978_-	0	0	0	10	0	1	1	1	0	0	3	1	4	0	2	1	0	0	4	0	1	1
chr3_157171097_157171192_+	0	0	0	3	7	1	1	1	2	3	1	2	3	2	2	2	2	0	4	2	1	1
chr4_150264706_150264708_+	0	5	0	6	0	1	0	0	0	1	0	1	0	1	2	3	0	1	1	1	1	1
chr4_16100923_16100925_-	0	9	1	17	3	2	1	1	3	1	2	2	2	0	6	6	0	0	6	3	8	4
chr12_1257403_1257406_-	0	2	0	3	0	1	0	3	1	0	0	4	1	5	0	1	0	0	2	1	0	1
chr8_124199280_124199320_-	0	3	3	7	0	1	0	0	2	0	2	0	1	1	0	4	1	0	5	2	0	1
chr9_79599362_79599364_-	0	0	2	15	3	1	1	0	5	0	2	2	2	1	4	3	4	0	5	2	2	1
chr6_91323366_91323367_-	1	5	1	9	1	2	1	0	0	1	0	0	3	1	4	3	2	4	7	0	1	2
chr3_54692481_54692569_+	2	7	3	5	2	3	1	1	2	4	2	3	0	7	1	3	0	0	10	7	2	5
chrX_100108486_100108572_-	2	7	3	15	10	3	1	0	3	1	17	0	12	1	7	3	8	0	5	0	1	0
chrX_7725907_7725924_-	0	3	1	7	2	1	0	2	1	0	0	0	0	0	2	2	2	0	3	1	1	1
chr1_211501551_211501557_+	0	3	0	8	0	3	2	1	0	3	11	6	3	7	2	1	0	0	1	3	3	0
chr15_18385278_18385333_+	0	15	4	30	5	2	3	2	3	2	15	3	15	6	4	0	2	0	7	5	10	7
chr17_54911851_54911921_+	2	17	7	39	31	6	20	4	28	15	53	14	54	23	50	17	34	16	16	5	21	3
chr4_16060832_16060839_-	1	5	0	8	1	0	4	2	3	2	6	7	2	12	1	0	1	2	7	2	4	3
chr12_1544461_1544463_-	0	1	1	5	1	2	1	3	1	1	1	0	2	6	2	5	0	1	3	3	1	1
chr14_72050179_72050191_+	0	3	0	3	1	1	0	1	1	2	1	4	1	6	0	0	0	2	3	1	1	1
chr3_145107129_145107156_-	0	18	9	35	5	6	10	9	11	8	6	10	11	12	12	16	10	5	15	17	19	15
chr3_55596751_55596838_-	2	14	5	32	4	1	9	6	6	2	6	8	3	3	11	7	3	2	10	0	8	1
chr12_35367980_35368040_-	1	11	5	13	5	8	9	2	5	8	4	2	7	4	9	4	4	7	6	4	4	2
chr6_111010155_111010212_-	1	2	0	9	4	2	2	4	6	2	12	3	12	2	12	3	5	2	6	0	2	1
chr1_111467131_111467136_-	0	2	0	9	0	1	1	0	0	1	2	2	2	1	1	3	1	1	7	4	4	5
chr17_40433636_40433638_+	0	5	2	5	0	1	0	2	2	1	1	0	2	1	2	2	1	1	5	3	2	2
chr17_46859946_46859996_+	0	27	4	44	5	11	6	7	8	6	22	27	21	14	8	10	3	8	1	0	4	2
chr7_77494846_77494912_+	0	2	1	18	12	4	6	4	13	8	6	5	13	7	16	6	4	5	6	2	6	2
chr10_13084295_13084360_+	1	7	2	7	4	3	2	4	5	2	7	7	1	5	5	7	2	5	5	4	4	1
chr19_20943124_20943125_+	1	8	0	3	1	0	0	1	1	3	3	8	1	9	0	2	0	0	3	2	1	2
chr8_76093193_76093272_-	0	3	1	13	0	1	1	1	0	1	4	2	2	1	1	2	1	0	1	0	0	1
chr1_259839002_259839052_+	0	4	1	12	3	0	0	1	7	1	2	0	2	2	0	3	0	4	5	0	4	0
chr1_133924281_133924299_-	0	3	2	14	0	1	0	0	0	0	0	2	1	2	0	1	0	0	0	1	0	0
chr14_98098147_98098152_+	0	3	2	15	2	1	2	2	4	4	7	1	7	8	9	1	5	0	4	2	4	1
chr1_183646360_183646432_+	0	7	4	17	5	6	0	2	11	6	4	3	4	12	4	8	0	3	8	2	4	4
chr1_76513599_76513620_+	0	8	3	14	2	1	2	2	1	2	5	7	5	1	10	1	3	1	4	0	1	2
chr7_69889180_69889197_-	0	3	1	7	3	1	1	2	1	0	0	2	1	2	5	0	0	0	4	1	2	1
chr16_13327046_13327061_-	0	12	4	11	0	2	1	1	4	1	5	6	4	8	4	6	1	1	6	5	5	4
chr6_3885870_3885872_+	0	6	0	19	0	0	0	0	0	0	0	1	1	1	0	1	0	0	2	0	2	2
chr6_57761385_57761388_+	0	3	0	11	1	1	0	0	1	0	4	2	6	4	0	0	0	1	3	0	3	0
chr1_58461147_58461154_+	0	2	0	7	4	2	1	0	3	3	3	1	2	2	3	5	0	1	2	1	1	1
chrX_146738945_146738989_+	1	12	18	67	38	5	21	3	41	7	57	7	57	11	71	7	41	5	29	1	20	3
chr10_89292233_89292281_-	0	7	4	12	7	5	1	1	8	3	3	2	7	3	6	5	9	2	5	2	3	1
chr13_66906150_66906155_-	0	1	0	6	1	0	1	2	1	0	5	0	4	5	1	0	1	1	1	0	0	0
chr2_58347550_58347551_-	0	1	0	8	0	1	0	1	0	2	1	2	2	3	1	0	1	0	3	3	2	2
chr5_160414385_160414394_-	0	2	0	6	3	1	2	1	1	1	0	0	2	3	1	4	2	1	1	1	1	0
chr8_1437451_1437454_-	0	1	0	5	0	0	0	0	1	1	1	4	1	4	1	2	0	0	2	4	1	2
chr7_46947950_46947995_+	0	1	0	11	3	2	1	0	2	1	1	0	2	1	4	2	3	1	4	1	3	1
chr17_59392777_59392786_-	0	2	2	11	6	1	2	1	3	0	2	1	6	3	4	0	3	0	5	0	2	0
chr10_91895360_91895386_+	0	5	0	3	0	0	0	0	0	4	1	1	1	7	0	2	1	0	1	1	1	0
chr11_52095759_52095761_-	0	4	0	3	0	0	0	1	0	0	2	5	0	2	1	1	0	0	3	1	2	0
chr1_59844779_59844833_+	0	6	6	55	13	2	2	4	9	3	30	4	20	8	10	10	9	5	8	1	10	2
chr15_33430813_33430834_-	0	3	1	0	3	6	5	7	9	6	4	3	6	9	6	11	5	2	5	8	3	2
chr15_45397322_45397333_+	1	7	0	4	2	4	0	5	0	9	0	2	2	7	1	9	0	4	1	4	2	1
chr12_41854608_41854618_-	0	4	0	12	0	0	0	4	0	2	3	3	0	4	1	1	1	1	1	0	1	1
chrX_58869142_58869227_+	0	4	1	11	5	0	1	0	4	0	6	2	3	1	3	1	4	0	8	0	5	1
chr13_89569864_89569865_-	0	4	1	8	2	1	0	1	0	3	0	0	0	3	1	4	1	1	1	0	0	0
chr2_45839515_45839524_-	0	2	0	4	0	0	1	0	4	0	1	1	1	2	4	2	1	1	3	0	1	0
chr10_86131428_86131508_+	0	5	1	11	6	2	0	0	1	3	3	1	3	5	0	4	0	1	2	0	1	1
chr2_204510855_204510856_-	1	16	1	30	3	7	1	4	3	7	2	3	3	6	5	10	6	5	5	1	2	7
chr5_166247048_166247049_-	0	10	4	28	0	0	0	0	2	0	1	1	2	4	5	1	0	1	4	3	5	4
chr3_108905063_108905140_+	0	1	3	27	0	0	0	3	1	0	1	0	2	0	0	0	1	0	2	0	2	0
chr10_95643211_95643217_+	0	3	1	7	1	1	0	0	0	0	0	1	0	0	0	2	1	1	3	2	2	1
chr6_11354365_11354409_-	0	5	0	13	6	4	7	1	2	6	23	7	9	8	10	5	6	2	2	1	4	0
chr19_44440892_44440947_+	1	6	1	14	1	0	0	0	0	2	9	0	3	1	0	1	1	0	4	2	4	2
chr5_166364696_166364721_-	0	6	0	1	2	0	1	2	0	1	5	2	1	0	1	2	0	1	1	0	0	0
chrX_26693801_26693886_-	0	8	7	31	18	5	6	6	18	10	13	4	32	11	32	16	21	8	7	1	3	3
chrX_58352197_58352200_+	1	12	9	29	9	2	3	3	6	5	5	1	4	5	8	7	6	0	9	7	6	6
chr9_72003718_72003719_-	0	8	0	5	0	3	0	2	1	8	2	7	2	12	1	5	0	0	2	4	0	6
chr1_186458516_186458517_-	0	1	0	5	0	1	2	2	0	2	0	0	1	1	0	1	2	0	2	1	0	1
chr8_54049449_54049525_-	0	2	0	7	2	1	0	2	1	1	3	3	4	2	3	0	0	0	2	1	1	1
chr7_67526627_67526638_-	1	7	0	5	0	1	0	3	0	6	1	5	0	5	1	2	0	3	1	0	0	0
chr1_208428486_208428487_-	0	3	0	11	0	0	0	0	0	0	1	0	2	1	1	0	0	1	2	2	3	1
chr8_28695605_28695687_-	1	0	1	16	0	3	0	0	0	2	0	0	0	0	0	1	0	0	4	1	2	0
chr13_87418658_87418660_-	2	20	9	49	8	1	3	2	4	8	3	2	6	3	10	3	6	4	9	9	16	6
chr1_251307781_251307785_+	1	10	7	24	0	4	3	1	3	8	3	3	5	3	4	4	6	3	6	2	3	2
chr18_28930437_28930439_+	0	4	1	16	1	3	2	2	3	1	19	4	17	13	3	1	2	1	5	2	3	4
chr3_167420828_167420925_+	2	9	4	14	3	4	4	5	5	4	5	5	6	8	6	5	1	5	7	3	5	0
chr18_61331753_61331804_+	0	3	3	13	1	0	1	1	0	1	6	1	2	2	4	1	2	0	3	2	2	0
chr1_210110042_210110049_-	0	6	2	27	1	0	1	1	1	4	3	8	5	12	2	2	0	1	6	5	7	6
chr20_17544054_17544056_-	0	9	3	14	5	1	1	1	1	1	3	0	3	2	4	3	2	1	4	3	4	3
chrX_123554688_123554690_+	1	5	2	9	2	5	0	3	9	6	4	1	2	2	12	6	6	2	8	1	2	2
chr5_22544761_22544828_+	0	2	2	20	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0
chr1_82227491_82227511_+	1	3	0	7	3	0	1	0	0	0	3	2	2	1	2	2	2	0	7	0	2	1
chr15_43088096_43088107_+	0	1	0	6	1	1	0	0	0	0	3	7	2	13	0	1	0	0	1	0	0	0
chr15_47706367_47706372_+	0	0	0	3	0	0	0	0	2	0	1	0	4	5	5	0	0	0	2	1	0	0
chr8_108169074_108169151_+	5	22	6	61	17	11	5	8	25	20	22	26	38	22	19	14	14	10	20	6	19	10
chr3_106117048_106117051_+	0	1	0	12	1	0	1	2	2	0	5	0	7	3	0	0	1	0	1	0	1	0
chr1_209655886_209655891_-	2	14	2	24	5	6	12	18	15	16	7	8	3	8	4	14	4	6	1	9	5	5
chr1_206437728_206437776_+	0	3	0	10	2	1	2	0	0	0	8	0	3	1	3	0	5	0	2	0	2	0
chr7_69585225_69585226_+	0	2	2	10	1	0	0	1	0	2	1	1	0	1	1	0	0	1	4	1	2	0
chr1_249368780_249368781_+	0	6	0	8	0	0	0	0	0	3	5	3	5	6	1	2	0	1	4	1	4	1
chr3_146580597_146580602_-	0	14	13	40	5	5	6	5	8	4	6	2	8	2	5	7	8	7	13	12	15	7
chr1_259509749_259509820_+	0	2	0	8	1	2	0	1	0	0	4	1	2	2	0	1	1	1	3	0	2	0
chr1_155137126_155137144_+	0	3	0	17	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	3	0
chr10_84182533_84182562_+	0	2	1	11	1	0	3	0	3	1	1	1	7	2	4	1	4	0	2	0	1	0
chr12_39832304_39832306_-	0	3	0	7	0	0	1	0	1	0	2	1	0	1	1	1	2	1	2	2	1	2
chr13_89539350_89539351_-	3	16	2	18	1	2	0	3	1	6	2	11	3	22	1	7	1	3	1	12	5	5
chr1_62083120_62083128_-	0	3	1	2	2	1	1	3	1	1	4	4	7	3	1	1	2	1	3	1	0	0
chr4_75929690_75929691_-	0	4	0	4	0	3	0	3	0	2	1	3	0	3	0	8	0	3	0	4	0	2
chr6_122730334_122730381_-	0	3	0	10	0	0	1	1	1	0	2	3	1	1	4	2	0	3	1	1	1	1
chr8_77334894_77334906_+	0	3	0	7	0	0	0	0	0	0	2	0	4	0	2	0	1	0	3	1	3	0
chr7_142151651_142151652_+	1	2	2	16	2	1	3	0	2	0	1	2	4	2	3	1	3	1	3	2	2	0
chr16_1746040_1746043_-	0	3	2	15	0	0	0	0	2	1	0	0	1	2	3	1	1	0	2	1	1	1
chrX_6823478_6823555_+	0	2	1	9	7	0	2	0	5	2	7	0	6	0	1	2	3	2	3	1	1	1
chr6_101417221_101417225_+	0	2	1	5	4	0	2	2	4	1	0	0	2	3	2	1	1	2	5	0	1	0
chr4_82678552_82678553_+	0	1	1	5	1	0	0	0	0	1	3	0	2	1	2	2	0	1	3	2	0	1
chr1_44972045_44972133_+	7	73	10	95	13	17	5	19	15	23	49	70	48	81	20	34	13	14	40	37	38	69
chr9_35448271_35448274_+	0	3	1	5	1	3	1	3	1	2	0	3	1	8	0	3	1	2	2	3	1	1
chr3_116575920_116576017_+	0	2	3	18	11	1	2	2	10	6	1	1	3	0	3	1	4	0	9	1	7	1
chr1_34759607_34759699_+	0	3	0	5	4	2	0	0	1	1	2	1	3	0	3	2	2	0	1	1	0	1
chr3_137449257_137449295_-	1	9	6	31	14	6	8	8	12	7	15	6	24	5	19	6	21	6	16	6	14	7
chr7_116497940_116497941_-	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0
chr9_12623515_12623539_-	0	6	2	8	0	0	1	1	3	3	2	1	3	7	1	2	0	0	1	2	1	0
chr14_34948300_34948394_-	2	16	0	5	3	0	0	2	2	7	0	5	1	5	1	7	0	1	1	7	3	4
chr2_200091741_200091786_-	0	0	0	5	2	1	3	0	8	2	2	2	5	2	4	2	3	2	1	1	0	0
chr15_42417773_42417855_+	5	22	1	15	3	9	0	10	3	30	7	17	4	26	2	23	2	13	3	9	2	10
chr14_85730910_85730913_-	0	1	0	3	0	0	2	0	0	1	0	0	1	0	5	2	1	1	3	1	0	1
chr3_124457370_124457448_-	4	22	13	67	21	3	5	3	15	12	40	3	22	11	23	9	12	4	32	4	25	8
chr1_185706536_185706537_-	0	2	4	10	6	0	3	0	4	0	2	1	3	1	7	0	2	1	9	1	2	0
chr15_56203486_56203487_+	0	3	3	17	1	0	0	1	0	0	0	0	1	0	1	4	4	0	3	0	1	0
chr3_146925457_146925469_+	0	8	2	6	1	2	1	0	0	3	4	2	2	4	0	2	0	0	5	1	2	1
chr1_209168179_209168227_+	0	11	1	14	0	0	1	0	0	2	1	6	0	3	3	1	0	2	2	0	2	2
chr1_181454054_181454056_+	0	5	0	9	2	1	0	1	2	1	1	1	4	7	0	3	1	0	4	2	5	1
chr14_64278058_64278065_+	0	3	0	0	0	1	1	0	2	2	5	3	4	4	2	0	2	0	2	1	0	0
chrX_90250005_90250010_-	0	1	1	5	3	0	0	2	3	3	1	2	2	0	3	2	2	0	4	2	2	0
chr5_166316060_166316061_-	0	4	2	14	0	2	1	0	2	4	1	2	3	4	8	2	4	2	4	3	6	0
chr1_128691267_128691299_-	0	1	2	9	3	1	1	0	4	0	0	0	3	2	6	1	2	1	8	2	5	0
chr3_77353724_77353823_+	1	8	0	8	1	0	0	1	1	3	3	6	4	6	0	2	1	0	4	2	4	1
chr7_9995381_9995386_+	0	5	1	4	5	3	9	4	1	7	3	9	4	11	2	10	1	1	5	4	3	3
chr2_181607501_181607585_-	1	18	17	38	19	6	4	2	16	8	29	7	20	4	28	13	17	11	13	3	9	1
chr4_106287063_106287142_-	0	13	15	52	12	6	6	3	9	6	20	1	25	6	16	3	7	5	15	2	9	4
chr10_39009995_39009998_+	0	7	0	7	1	0	1	1	0	2	3	9	5	11	0	1	1	0	5	3	3	5
chr10_82936253_82936265_-	3	11	9	52	4	6	3	3	13	9	1	1	3	4	4	4	0	4	13	4	12	3
chr1_53888662_53888741_-	0	3	1	13	3	3	4	3	3	2	3	0	4	3	7	2	1	1	5	1	3	2
chr4_20960767_20960786_+	0	6	0	4	0	1	0	0	0	2	1	2	1	0	1	2	1	0	0	4	2	0
chr4_3235008_3235088_-	1	9	1	11	2	9	1	3	2	7	4	2	1	8	1	6	1	4	2	4	2	4
chr6_40637192_40637285_+	0	1	1	18	6	1	2	1	4	2	4	0	2	4	2	1	0	1	6	0	4	1
chr20_41306610_41306612_-	0	1	0	6	0	0	0	0	0	0	2	2	3	3	0	0	1	0	1	0	0	0
chr12_4209234_4209260_+	0	3	0	9	0	0	0	0	0	0	1	0	4	1	1	2	0	0	1	0	0	1
chr3_54461960_54462039_+	1	6	1	10	0	2	0	0	2	0	2	2	1	1	1	1	0	1	2	4	1	3
chr20_10813157_10813215_+	0	4	1	14	2	2	1	1	4	2	1	0	2	5	1	4	2	1	3	1	3	1
chr2_197900673_197900677_+	3	8	0	12	2	7	3	2	2	6	6	6	7	16	6	3	1	2	7	2	3	3
chr5_119086223_119086277_+	1	10	1	22	4	1	4	0	6	4	5	3	7	4	6	3	1	4	4	1	6	1
chr6_92562412_92562469_-	0	1	1	11	3	1	1	0	3	0	2	0	2	0	0	2	0	0	4	2	1	2
chr8_78282080_78282081_-	1	6	0	1	0	1	0	1	0	0	0	1	0	2	1	0	0	0	1	2	0	0
chr1_15408327_15408405_+	0	3	2	14	7	1	5	0	7	3	15	4	12	8	7	4	5	2	1	0	0	0
chr1_84944018_84944056_-	0	1	0	6	0	2	1	0	1	0	3	2	1	1	2	0	0	1	4	4	2	3
chr1_85280350_85280371_+	0	2	2	10	0	1	0	1	0	0	1	0	2	1	0	1	1	3	3	0	0	0
chr10_82753860_82753869_+	1	4	0	6	1	1	0	0	0	0	2	0	0	9	3	3	4	4	2	1	1	0
chr18_52504106_52504184_+	0	3	0	6	1	0	1	1	1	0	1	1	0	3	2	0	1	2	5	0	3	0
chr18_30209588_30209610_+	4	20	12	39	9	15	13	10	16	21	17	16	20	16	14	36	6	10	19	5	9	7
chr4_16101514_16101520_-	0	4	1	12	7	3	1	2	0	2	5	3	3	3	6	4	3	2	3	4	3	3
chr2_243752674_243752735_+	0	0	1	6	3	2	2	1	3	0	0	0	1	0	2	2	2	0	3	1	0	0
chr19_39974457_39974459_+	0	5	1	12	2	1	2	2	0	0	5	4	4	2	1	3	0	1	2	2	3	1
chr2_4355877_4355880_+	0	1	0	3	1	0	0	0	0	2	1	6	2	6	0	1	0	0	1	3	0	1
chr17_63528868_63528870_+	0	3	1	10	0	0	0	1	1	0	0	0	1	2	1	0	0	0	1	1	1	0
chr18_81118955_81118958_-	0	2	2	13	2	1	1	0	2	1	0	0	4	0	4	0	0	0	3	0	1	0
chr20_13124767_13124830_-	0	3	3	12	3	2	3	2	2	1	5	1	6	5	7	4	3	0	11	1	3	3
chr2_41450354_41450359_-	0	6	2	8	1	3	2	1	1	0	6	9	2	10	2	1	0	1	6	1	0	3
chr1_212432566_212432568_+	0	5	0	6	0	2	1	0	1	1	0	2	0	0	0	2	1	0	3	5	4	3
chr7_46041390_46041391_+	0	5	1	12	0	0	0	0	0	0	3	0	0	1	0	0	1	0	3	0	2	1
chr4_48255742_48255796_+	2	8	6	35	8	5	8	1	16	4	16	2	18	5	21	11	13	6	17	1	11	3
chr4_44318979_44318990_+	0	2	2	22	22	1	4	5	21	2	8	1	18	4	20	4	11	1	5	2	6	1
chr5_153711341_153711426_+	0	3	2	16	3	1	9	2	6	2	3	0	10	3	4	2	6	1	12	2	13	0
chrX_112245679_112245688_-	0	2	2	12	0	1	1	0	0	1	3	1	0	0	4	3	1	1	6	1	4	0
chr10_92239291_92239334_-	0	2	0	7	2	1	0	2	3	1	1	2	1	1	2	3	0	1	1	1	0	1
chr17_59722365_59722386_+	0	5	1	12	6	5	2	1	13	9	4	3	8	5	5	3	4	2	4	3	5	2
chr13_88271062_88271069_-	0	8	0	7	2	1	0	1	0	4	1	1	1	7	2	6	1	1	0	7	1	5
chr4_49965022_49965118_-	0	4	0	8	2	1	0	0	2	3	2	2	4	3	1	2	0	0	4	1	1	3
chr13_57894453_57894489_-	1	7	1	12	3	2	3	1	4	1	5	0	13	3	3	6	7	3	7	0	4	1
chr19_20129242_20129334_-	0	5	1	8	4	2	0	1	2	2	6	1	1	6	2	3	1	0	2	1	2	0
chr1_206944883_206944932_-	0	6	3	18	10	2	4	1	8	3	10	5	5	6	8	4	7	5	5	2	5	2
chr10_85558372_85558374_+	0	8	1	15	3	2	2	0	6	5	5	2	5	5	4	6	4	1	5	4	7	4
chr9_10004033_10004109_-	0	5	1	9	0	0	0	0	2	1	2	0	3	2	4	1	0	0	4	1	3	1
chr9_79587443_79587539_-	1	5	3	15	8	3	5	2	14	3	5	3	9	3	3	6	2	3	6	3	3	3
chr17_62722129_62722197_-	0	2	0	2	0	4	2	3	3	5	5	0	4	2	6	4	4	3	1	1	0	0
chr17_64533362_64533364_+	0	2	1	12	0	0	0	0	1	0	3	0	0	0	1	1	0	0	2	1	1	1
chr18_64756012_64756017_-	0	6	0	5	1	0	0	3	3	0	2	4	0	7	0	2	1	0	0	0	0	0
chr3_10099215_10099296_-	1	11	6	53	5	5	1	4	4	4	21	12	25	12	13	7	7	1	10	5	9	8
chr12_42388891_42388933_+	0	1	1	21	1	1	0	1	1	0	2	1	1	2	4	0	1	2	2	0	2	0
chr1_36051262_36051263_-	0	2	1	8	0	0	0	1	1	1	1	0	3	0	1	0	0	0	2	1	1	0
chr17_23943106_23943180_+	0	4	1	4	0	1	0	0	0	1	1	5	3	0	2	4	1	1	3	1	0	1
chr10_38857568_38857569_+	0	0	1	10	2	1	0	1	1	1	0	0	1	1	5	1	2	0	5	0	1	0
chr2_166550750_166550811_+	1	6	1	2	1	6	0	3	0	7	1	3	0	7	0	1	2	1	2	5	1	1
chr1_35991258_35991260_-	0	4	4	22	1	0	2	0	1	0	6	0	1	3	5	0	0	0	8	0	5	1
chr18_74230278_74230294_+	0	1	0	6	2	0	0	0	1	0	1	3	3	6	1	1	0	0	1	2	0	1
chr20_3498426_3498444_-	0	0	0	9	0	0	0	1	2	1	0	1	1	1	1	1	5	2	1	0	0	0
chr9_85293927_85293993_+	9	84	40	171	16	14	29	36	34	23	22	16	23	33	39	44	20	18	52	22	38	31
chrX_154784832_154784835_+	0	12	2	16	2	0	4	3	2	2	0	0	2	0	7	1	0	6	3	1	4	2
chr1_226445842_226445849_+	0	3	1	8	2	1	1	0	1	0	1	2	1	2	1	1	0	0	1	2	0	1
chr19_52654631_52654632_+	0	3	1	7	0	1	1	1	0	2	1	0	1	1	0	1	0	0	0	2	0	0
chr7_77500994_77500995_+	0	1	0	6	0	0	0	0	1	0	0	0	2	1	1	0	1	0	3	1	2	0
chr1_243213806_243213819_+	1	4	1	4	2	1	0	1	3	0	3	3	3	2	2	2	1	3	5	2	1	1
chr1_252560261_252560329_+	0	3	0	14	0	2	0	2	2	1	4	2	4	4	3	3	0	2	3	0	1	2
chr5_25032739_25032765_+	2	12	3	47	1	1	3	1	3	0	8	1	6	2	7	1	3	0	6	0	6	2
chrX_44419081_44419110_+	1	5	0	5	1	1	0	1	1	7	2	8	4	16	2	7	2	2	1	2	0	1
chr1_233950938_233950941_-	0	2	3	25	0	0	0	0	1	0	4	0	2	1	0	0	0	0	2	0	2	0
chr14_62601496_62601591_+	0	7	0	6	0	0	0	0	0	2	0	2	0	3	0	3	0	1	2	2	1	3
chr15_32493708_32493779_+	0	14	5	14	1	2	0	4	3	6	3	7	7	7	5	5	4	3	2	3	3	0
chr7_34030484_34030485_+	0	1	3	11	1	0	0	0	1	0	2	1	4	0	1	0	1	0	6	0	0	0
chr3_47690723_47690724_+	0	4	1	5	1	3	1	1	0	4	0	4	3	5	2	4	1	3	1	4	0	2
chr1_85397327_85397332_-	1	14	1	7	1	7	0	2	0	8	0	5	1	8	0	7	0	3	0	1	0	1
chr6_47818222_47818286_+	0	4	0	9	1	2	2	0	2	3	4	1	2	4	2	1	1	0	1	2	2	1
chr7_1341416_1341417_+	0	5	1	14	6	1	3	1	6	1	2	1	4	1	4	3	5	2	4	1	5	0
chr5_3122617_3122715_-	0	1	0	7	0	2	0	2	0	1	2	1	0	2	2	2	0	1	3	2	2	1
chr9_65468073_65468084_+	0	3	1	12	0	1	0	0	0	2	1	0	0	0	2	1	2	0	4	1	2	2
chr1_122078516_122078559_-	1	9	5	22	9	2	3	2	13	4	5	2	9	7	5	5	5	1	8	5	8	3
chr13_68874951_68874954_-	1	4	3	16	1	1	4	0	1	0	1	0	1	1	6	1	1	1	3	1	1	0
chr17_69538688_69538737_+	0	5	0	3	2	5	0	3	1	10	2	2	0	8	3	9	0	2	2	4	2	2
chr4_79720041_79720054_+	0	0	0	4	1	0	0	0	1	0	4	1	2	1	0	0	1	0	5	1	1	1
chr1_186619509_186619515_+	0	1	2	19	0	1	2	0	1	2	1	0	3	1	4	2	0	1	5	2	3	2
chr3_88116577_88116613_-	0	11	3	17	6	4	1	4	13	6	6	1	3	3	10	5	6	5	3	3	4	3
chr4_165419400_165419452_+	0	5	1	9	1	2	1	0	3	0	9	4	2	2	5	3	2	1	0	2	1	0
chr7_115913476_115913477_-	0	4	0	4	2	2	0	2	2	1	0	0	0	0	0	0	0	0	1	1	0	1
